,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
5837,10,Huskies,Huskies_M5,Huskies_D4,1H,45.39730800000001,Simple pass,71,15,86.0,6.0,M,25,4,"(25, 4)",4,D,"('M', 'D')",1668
5850,10,Huskies,Huskies_M1,Huskies_D7,1H,154.23067200000003,Simple pass,40,85,33.0,96.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
5851,10,Huskies,Huskies_D7,Huskies_D3,1H,154.872615,Simple pass,33,96,18.0,94.0,D,7,3,"(7, 3)",12,D,"('D', 'D')",1478
5852,10,Huskies,Huskies_D3,Huskies_G1,1H,158.62384400000005,Simple pass,18,94,5.0,67.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5854,10,Huskies,Huskies_M4,Huskies_D7,1H,208.80591000000004,Head pass,58,81,42.0,83.0,M,24,7,"(24, 7)",41,D,"('M', 'D')",1668
5855,10,Huskies,Huskies_D7,Huskies_M1,1H,209.32968000000002,Simple pass,42,83,45.0,70.0,D,7,17,"(7, 17)",49,M,"('D', 'M')",1520
5856,10,Huskies,Huskies_M1,Huskies_D3,1H,211.475113,Simple pass,45,70,29.0,86.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
5857,10,Huskies,Huskies_D3,Huskies_F1,1H,213.397475,High pass,29,86,84.0,94.0,D,3,10,"(3, 10)",21,F,"('D', 'F')",999
5858,10,Huskies,Huskies_M1,Huskies_D7,1H,298.25353399999995,Simple pass,43,83,32.0,93.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
5859,10,Huskies,Huskies_F2,Huskies_D7,1H,323.565523,Simple pass,39,84,40.0,94.0,F,11,7,"(11, 7)",32,D,"('F', 'D')",655
5860,10,Huskies,Huskies_D3,Huskies_G1,1H,334.01587500000005,Simple pass,14,99,10.0,38.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
5861,10,Huskies,Huskies_F1,Huskies_D7,1H,345.920756,Simple pass,51,86,37.0,91.0,F,10,7,"(10, 7)",12,D,"('F', 'D')",655
5862,10,Huskies,Huskies_D7,Huskies_M4,1H,347.023962,Simple pass,37,91,39.0,86.0,D,7,24,"(7, 24)",32,M,"('D', 'M')",1520
5863,10,Huskies,Huskies_M4,Huskies_D3,1H,351.549625,Simple pass,39,86,27.0,82.0,M,24,3,"(24, 3)",18,D,"('M', 'D')",1668
5864,10,Huskies,Huskies_D3,Huskies_D2,1H,353.3352129999999,Simple pass,27,82,31.0,37.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
5865,10,Huskies,Huskies_D2,Huskies_G1,1H,358.457542,Simple pass,31,37,8.0,70.0,D,2,16,"(2, 16)",62,G,"('D', 'G')",443
5866,10,Huskies,Huskies_G1,Huskies_F1,1H,363.728416,Launch,8,70,66.0,83.0,G,16,10,"(16, 10)",77,F,"('G', 'F')",133
5887,10,Huskies,Huskies_D4,Huskies_M5,1H,638.308275,Simple pass,25,42,26.0,25.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
5888,10,Huskies,Huskies_M5,Huskies_F1,1H,649.0225059999999,Simple pass,53,36,66.0,38.0,M,25,10,"(25, 10)",3,F,"('M', 'F')",849
5889,10,Huskies,Huskies_F1,Huskies_M5,1H,649.2507059999999,Simple pass,66,38,62.0,26.0,F,10,25,"(10, 25)",2,M,"('F', 'M')",699
5890,10,Huskies,Huskies_M5,Huskies_M1,1H,649.874831,Simple pass,62,26,40.0,24.0,M,25,17,"(25, 17)",3,M,"('M', 'M')",1301
5891,10,Huskies,Huskies_M1,Huskies_M4,1H,652.082128,Simple pass,40,24,54.0,66.0,M,17,24,"(17, 24)",72,M,"('M', 'M')",1301
5892,10,Huskies,Huskies_M4,Huskies_F2,1H,654.022813,Simple pass,54,66,66.0,49.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
5893,10,Huskies,Huskies_F2,Huskies_M4,1H,655.421644,Simple pass,66,49,61.0,59.0,F,11,24,"(11, 24)",50,M,"('F', 'M')",699
5894,10,Huskies,Huskies_M1,Huskies_D4,1H,660.987614,Simple pass,56,36,58.0,9.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
5895,10,Huskies,Huskies_D4,Huskies_F2,1H,662.497293,Simple pass,58,9,67.0,22.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
5896,10,Huskies,Huskies_F2,Huskies_D4,1H,665.3952019999999,Simple pass,67,22,64.0,13.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
5897,10,Huskies,Huskies_D4,Huskies_M1,1H,666.8767389999999,Simple pass,64,13,53.0,26.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
5898,10,Huskies,Huskies_M1,Huskies_D3,1H,671.624659,Simple pass,54,44,53.0,74.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
5899,10,Huskies,Huskies_D3,Huskies_D7,1H,674.441014,Simple pass,53,74,65.0,94.0,D,3,7,"(3, 7)",18,D,"('D', 'D')",1478
5900,10,Huskies,Huskies_D7,Huskies_M8,1H,676.188076,Simple pass,65,94,67.0,84.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
5901,10,Huskies,Huskies_M8,Huskies_D7,1H,677.666892,Simple pass,67,84,70.0,90.0,M,28,7,"(28, 7)",31,D,"('M', 'D')",1668
5908,10,Huskies,Huskies_D3,Huskies_F2,1H,778.215455,High pass,25,78,44.0,57.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
5910,10,Huskies,Huskies_D4,Huskies_F2,1H,786.5673380000002,Simple pass,35,11,42.0,31.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
5911,10,Huskies,Huskies_F2,Huskies_M5,1H,787.8525629999998,Simple pass,42,31,51.0,7.0,F,11,25,"(11, 25)",5,M,"('F', 'M')",699
5912,10,Huskies,Huskies_G1,Huskies_F1,1H,872.204915,High pass,26,51,77.0,11.0,G,16,10,"(16, 10)",77,F,"('G', 'F')",133
5913,10,Huskies,Huskies_F2,Huskies_M1,1H,877.318659,Simple pass,72,13,68.0,30.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
5914,10,Huskies,Huskies_M1,Huskies_M4,1H,879.518474,Simple pass,68,30,60.0,41.0,M,17,24,"(17, 24)",72,M,"('M', 'M')",1301
5915,10,Huskies,Huskies_M4,Huskies_D3,1H,880.914207,Simple pass,60,41,69.0,66.0,M,24,3,"(24, 3)",18,D,"('M', 'D')",1668
5916,10,Huskies,Huskies_D3,Huskies_M8,1H,883.8157699999998,Simple pass,69,66,71.0,74.0,D,3,28,"(3, 28)",14,M,"('D', 'M')",1520
5919,10,Huskies,Huskies_D3,Huskies_D2,1H,908.480532,Head pass,32,78,34.0,51.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
5920,10,Huskies,Huskies_D2,Huskies_D4,1H,911.321959,High pass,34,51,29.0,21.0,D,2,4,"(2, 4)",39,D,"('D', 'D')",1478
5922,10,Huskies,Huskies_D4,Huskies_D2,1H,921.379653,Simple pass,24,24,23.0,25.0,D,4,2,"(4, 2)",30,D,"('D', 'D')",1478
5923,10,Huskies,Huskies_D2,Huskies_F1,1H,923.4959539999999,High pass,23,25,78.0,5.0,D,2,10,"(2, 10)",13,F,"('D', 'F')",999
5924,10,Huskies,Huskies_M4,Huskies_F2,1H,957.201667,Simple pass,69,37,71.0,27.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
5925,10,Huskies,Huskies_F2,Huskies_D7,1H,959.220144,Simple pass,71,27,62.0,94.0,F,11,7,"(11, 7)",32,D,"('F', 'D')",655
5926,10,Huskies,Huskies_D7,Huskies_M8,1H,963.859505,Simple pass,62,94,78.0,91.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
5927,10,Huskies,Huskies_M8,Huskies_D7,1H,965.7059849999999,Simple pass,78,91,56.0,91.0,M,28,7,"(28, 7)",31,D,"('M', 'D')",1668
5928,10,Huskies,Huskies_D7,Huskies_D3,1H,970.241248,Simple pass,56,91,33.0,80.0,D,7,3,"(7, 3)",12,D,"('D', 'D')",1478
5929,10,Huskies,Huskies_D3,Huskies_D2,1H,972.474646,Simple pass,33,80,31.0,31.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
5930,10,Huskies,Huskies_D2,Huskies_F2,1H,974.72404,Simple pass,31,31,57.0,18.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
5935,10,Huskies,Huskies_D2,Huskies_D3,1H,1129.596478,Simple pass,34,25,43.0,58.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
5936,10,Huskies,Huskies_D3,Huskies_D4,1H,1134.3009029999998,Simple pass,43,58,54.0,6.0,D,3,4,"(3, 4)",59,D,"('D', 'D')",1478
5937,10,Huskies,Huskies_D4,Huskies_D2,1H,1140.24461,Simple pass,54,6,35.0,32.0,D,4,2,"(4, 2)",30,D,"('D', 'D')",1478
5938,10,Huskies,Huskies_D2,Huskies_D3,1H,1143.169907,Simple pass,35,32,52.0,76.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
5939,10,Huskies,Huskies_D3,Huskies_M8,1H,1151.438864,Simple pass,60,95,59.0,82.0,D,3,28,"(3, 28)",14,M,"('D', 'M')",1520
5940,10,Huskies,Huskies_M8,Huskies_M4,1H,1152.526212,Simple pass,59,82,56.0,74.0,M,28,24,"(28, 24)",7,M,"('M', 'M')",1301
5941,10,Huskies,Huskies_M4,Huskies_D2,1H,1154.938465,Simple pass,56,74,54.0,32.0,M,24,2,"(24, 2)",26,D,"('M', 'D')",1668
5942,10,Huskies,Huskies_D2,Huskies_D4,1H,1157.895286,Simple pass,54,32,61.0,11.0,D,2,4,"(2, 4)",39,D,"('D', 'D')",1478
5943,10,Huskies,Huskies_D4,Huskies_M5,1H,1160.8684970000002,Simple pass,61,11,62.0,32.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
5944,10,Huskies,Huskies_M5,Huskies_M4,1H,1163.192616,Simple pass,62,32,54.0,53.0,M,25,24,"(25, 24)",4,M,"('M', 'M')",1301
5945,10,Huskies,Huskies_M4,Huskies_D3,1H,1165.497063,Simple pass,54,53,62.0,81.0,M,24,3,"(24, 3)",18,D,"('M', 'D')",1668
5946,10,Huskies,Huskies_D3,Huskies_M4,1H,1176.814247,Simple pass,44,73,61.0,64.0,D,3,24,"(3, 24)",30,M,"('D', 'M')",1520
5948,10,Huskies,Huskies_F1,Huskies_M1,1H,1216.644243,Simple pass,66,12,60.0,25.0,F,10,17,"(10, 17)",30,M,"('F', 'M')",699
5949,10,Huskies,Huskies_M1,Huskies_D4,1H,1217.752248,Simple pass,60,25,56.0,13.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
5950,10,Huskies,Huskies_D4,Huskies_D2,1H,1223.054425,Simple pass,56,13,30.0,27.0,D,4,2,"(4, 2)",30,D,"('D', 'D')",1478
5951,10,Huskies,Huskies_D2,Huskies_D3,1H,1225.414628,Simple pass,30,27,26.0,70.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
5952,10,Huskies,Huskies_D3,Huskies_D7,1H,1228.2962519999999,Simple pass,26,70,35.0,92.0,D,3,7,"(3, 7)",18,D,"('D', 'D')",1478
5953,10,Huskies,Huskies_D7,Huskies_M8,1H,1230.794185,Simple pass,35,92,70.0,94.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
5954,10,Huskies,Huskies_M8,Huskies_D7,1H,1231.951432,Simple pass,70,94,46.0,96.0,M,28,7,"(28, 7)",31,D,"('M', 'D')",1668
5955,10,Huskies,Huskies_D7,Huskies_M8,1H,1241.821768,Simple pass,73,94,74.0,84.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
5956,10,Huskies,Huskies_M8,Huskies_D7,1H,1242.8361619999998,Simple pass,74,84,90.0,89.0,M,28,7,"(28, 7)",31,D,"('M', 'D')",1668
5959,10,Huskies,Huskies_M1,Huskies_D3,1H,1266.346056,Simple pass,34,58,33.0,58.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
5960,10,Huskies,Huskies_D3,Huskies_M5,1H,1267.12996,Simple pass,33,58,51.0,23.0,D,3,25,"(3, 25)",4,M,"('D', 'M')",1520
5961,10,Huskies,Huskies_M5,Huskies_F2,1H,1273.492573,Simple pass,65,24,69.0,38.0,M,25,11,"(25, 11)",7,F,"('M', 'F')",849
5962,10,Huskies,Huskies_F2,Huskies_M5,1H,1275.670351,Simple pass,69,38,65.0,52.0,F,11,25,"(11, 25)",5,M,"('F', 'M')",699
5965,10,Huskies,Huskies_M1,Huskies_M8,1H,1342.5252269999999,Launch,29,62,37.0,94.0,M,17,28,"(17, 28)",25,M,"('M', 'M')",1301
5966,10,Huskies,Huskies_M4,Huskies_M1,1H,1367.4640630000001,Simple pass,34,65,37.0,59.0,M,24,17,"(24, 17)",71,M,"('M', 'M')",1301
5967,10,Huskies,Huskies_M1,Huskies_D2,1H,1368.4118310000001,Simple pass,37,59,25.0,56.0,M,17,2,"(17, 2)",63,D,"('M', 'D')",1668
5968,10,Huskies,Huskies_D2,Huskies_D4,1H,1369.261171,Simple pass,25,56,25.0,28.0,D,2,4,"(2, 4)",39,D,"('D', 'D')",1478
5969,10,Huskies,Huskies_D4,Huskies_M5,1H,1373.132256,Simple pass,25,28,29.0,11.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
5970,10,Huskies,Huskies_M5,Huskies_D4,1H,1375.11675,Simple pass,29,11,30.0,20.0,M,25,4,"(25, 4)",4,D,"('M', 'D')",1668
5971,10,Huskies,Huskies_D4,Huskies_F2,1H,1376.58555,Simple pass,30,20,30.0,23.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
5972,10,Huskies,Huskies_F2,Huskies_D4,1H,1381.992882,Simple pass,32,38,40.0,19.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
5973,10,Huskies,Huskies_D4,Huskies_M5,1H,1385.7917109999999,Simple pass,40,19,53.0,9.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
5974,10,Huskies,Huskies_M5,Huskies_M4,1H,1388.123981,Simple pass,53,9,40.0,30.0,M,25,24,"(25, 24)",4,M,"('M', 'M')",1301
5975,10,Huskies,Huskies_M4,Huskies_D4,1H,1389.633241,Simple pass,40,30,33.0,12.0,M,24,4,"(24, 4)",28,D,"('M', 'D')",1668
5976,10,Huskies,Huskies_D4,Huskies_D2,1H,1391.498341,Simple pass,33,12,26.0,33.0,D,4,2,"(4, 2)",30,D,"('D', 'D')",1478
5977,10,Huskies,Huskies_D2,Huskies_D3,1H,1394.652739,Simple pass,26,33,31.0,73.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
5978,10,Huskies,Huskies_D3,Huskies_M8,1H,1397.087186,Simple pass,31,73,67.0,83.0,D,3,28,"(3, 28)",14,M,"('D', 'M')",1520
6009,10,Huskies,Huskies_D3,Huskies_M1,1H,1538.559614,Simple pass,33,61,37.0,66.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
6010,10,Huskies,Huskies_M1,Huskies_D7,1H,1540.8174470000001,Simple pass,37,66,37.0,92.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
6011,10,Huskies,Huskies_D7,Huskies_M1,1H,1545.053848,Simple pass,37,92,44.0,71.0,D,7,17,"(7, 17)",49,M,"('D', 'M')",1520
6012,10,Huskies,Huskies_M1,Huskies_D2,1H,1546.881877,Simple pass,44,71,35.0,44.0,M,17,2,"(17, 2)",63,D,"('M', 'D')",1668
6013,10,Huskies,Huskies_D2,Huskies_D4,1H,1549.626367,Simple pass,35,44,60.0,16.0,D,2,4,"(2, 4)",39,D,"('D', 'D')",1478
6014,10,Huskies,Huskies_D4,Huskies_M4,1H,1552.531837,Simple pass,60,16,56.0,29.0,D,4,24,"(4, 24)",33,M,"('D', 'M')",1520
6015,10,Huskies,Huskies_M4,Huskies_M5,1H,1555.477811,Simple pass,56,29,64.0,47.0,M,24,25,"(24, 25)",4,M,"('M', 'M')",1301
6016,10,Huskies,Huskies_M5,Huskies_F2,1H,1558.339542,Simple pass,64,47,66.0,68.0,M,25,11,"(25, 11)",7,F,"('M', 'F')",849
6017,10,Huskies,Huskies_F2,Huskies_M8,1H,1560.2420220000001,Smart pass,66,68,92.0,66.0,F,11,28,"(11, 28)",15,M,"('F', 'M')",699
6020,10,Huskies,Huskies_M4,Huskies_D7,1H,1579.805768,Simple pass,44,47,34.0,77.0,M,24,7,"(24, 7)",41,D,"('M', 'D')",1668
6021,10,Huskies,Huskies_D7,Huskies_M4,1H,1583.6928289999998,Simple pass,34,77,57.0,58.0,D,7,24,"(7, 24)",32,M,"('D', 'M')",1520
6022,10,Huskies,Huskies_M4,Huskies_F2,1H,1585.482657,Simple pass,57,58,59.0,36.0,M,24,11,"(24, 11)",50,F,"('M', 'F')",849
6023,10,Huskies,Huskies_F2,Huskies_D4,1H,1587.014971,Simple pass,59,36,58.0,7.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
6024,10,Huskies,Huskies_D4,Huskies_M5,1H,1590.769225,Simple pass,58,7,67.0,26.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
6025,10,Huskies,Huskies_M1,Huskies_D2,1H,1597.047635,Simple pass,58,56,51.0,25.0,M,17,2,"(17, 2)",63,D,"('M', 'D')",1668
6026,10,Huskies,Huskies_D2,Huskies_F2,1H,1598.8029999999999,Simple pass,51,25,69.0,41.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
6027,10,Huskies,Huskies_M5,Huskies_D3,1H,1608.914953,Simple pass,60,25,59.0,63.0,M,25,3,"(25, 3)",3,D,"('M', 'D')",1668
6028,10,Huskies,Huskies_D3,Huskies_M1,1H,1611.794806,Simple pass,59,63,69.0,30.0,D,3,17,"(3, 17)",47,M,"('D', 'M')",1520
6029,10,Huskies,Huskies_M1,Huskies_F2,1H,1616.0975130000002,Simple pass,69,30,67.0,30.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
6030,10,Huskies,Huskies_F2,Huskies_M4,1H,1618.657635,Simple pass,67,30,70.0,52.0,F,11,24,"(11, 24)",50,M,"('F', 'M')",699
6036,10,Huskies,Huskies_F2,Huskies_M1,1H,1783.3780780000004,Simple pass,51,55,42.0,40.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
6037,10,Huskies,Huskies_M1,Huskies_D4,1H,1785.750617,Simple pass,42,40,31.0,20.0,M,17,4,"(17, 4)",79,D,"('M', 'D')",1668
6038,10,Huskies,Huskies_D4,Huskies_M1,1H,1787.0011379999999,Simple pass,31,20,38.0,36.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
6039,10,Huskies,Huskies_M1,Huskies_D3,1H,1789.268962,Simple pass,38,36,53.0,78.0,M,17,3,"(17, 3)",60,D,"('M', 'D')",1668
6043,10,Huskies,Huskies_M5,Huskies_M4,1H,1803.408647,Simple pass,68,45,67.0,69.0,M,25,24,"(25, 24)",4,M,"('M', 'M')",1301
6044,10,Huskies,Huskies_M4,Huskies_M5,1H,1805.802395,Simple pass,67,69,71.0,78.0,M,24,25,"(24, 25)",4,M,"('M', 'M')",1301
6045,10,Huskies,Huskies_M5,Huskies_M8,1H,1809.264282,Smart pass,71,81,93.0,71.0,M,25,28,"(25, 28)",4,M,"('M', 'M')",1301
6046,10,Huskies,Huskies_M1,Huskies_M5,1H,1861.329951,Simple pass,45,72,53.0,52.0,M,17,25,"(17, 25)",3,M,"('M', 'M')",1301
6047,10,Huskies,Huskies_M5,Huskies_D4,1H,1864.3843960000002,Simple pass,44,49,43.0,14.0,M,25,4,"(25, 4)",4,D,"('M', 'D')",1668
6048,10,Huskies,Huskies_D4,Huskies_M1,1H,1867.461645,Simple pass,43,14,41.0,34.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
6049,10,Huskies,Huskies_M1,Huskies_F2,1H,1872.2452850000002,Simple pass,63,38,65.0,28.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
6050,10,Huskies,Huskies_F2,Huskies_D2,1H,1873.5757839999999,Simple pass,65,28,38.0,42.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
6051,10,Huskies,Huskies_D2,Huskies_D3,1H,1875.904875,Simple pass,38,42,39.0,76.0,D,2,3,"(2, 3)",49,D,"('D', 'D')",1478
6052,10,Huskies,Huskies_D3,Huskies_M5,1H,1878.518367,Simple pass,39,76,64.0,86.0,D,3,25,"(3, 25)",4,M,"('D', 'M')",1520
6053,10,Huskies,Huskies_M5,Huskies_D7,1H,1880.514621,Simple pass,64,86,59.0,95.0,M,25,7,"(25, 7)",4,D,"('M', 'D')",1668
6054,10,Huskies,Huskies_D7,Huskies_M8,1H,1882.060096,Simple pass,59,95,71.0,97.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
6055,10,Huskies,Huskies_D3,Huskies_D2,1H,1893.971179,Simple pass,55,87,44.0,49.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
6056,10,Huskies,Huskies_D2,Huskies_F2,1H,1896.867345,Simple pass,44,49,64.0,27.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
6057,10,Huskies,Huskies_F2,Huskies_D4,1H,1899.8513879999998,Simple pass,64,27,64.0,8.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
6058,10,Huskies,Huskies_D4,Huskies_M1,1H,1903.242661,Simple pass,64,8,58.0,35.0,D,4,17,"(4, 17)",62,M,"('D', 'M')",1520
6059,10,Huskies,Huskies_M1,Huskies_M5,1H,1906.837493,Simple pass,58,35,68.0,63.0,M,17,25,"(17, 25)",3,M,"('M', 'M')",1301
6060,10,Huskies,Huskies_M5,Huskies_D7,1H,1909.626473,Simple pass,68,63,72.0,88.0,M,25,7,"(25, 7)",4,D,"('M', 'D')",1668
6061,10,Huskies,Huskies_D7,Huskies_M8,1H,1914.054659,Simple pass,72,88,73.0,94.0,D,7,28,"(7, 28)",39,M,"('D', 'M')",1520
6062,10,Huskies,Huskies_M8,Huskies_M5,1H,1916.362688,Simple pass,73,94,64.0,88.0,M,28,25,"(28, 25)",4,M,"('M', 'M')",1301
6063,10,Huskies,Huskies_M5,Huskies_M1,1H,1919.181292,Simple pass,64,88,62.0,73.0,M,25,17,"(25, 17)",3,M,"('M', 'M')",1301
6064,10,Huskies,Huskies_M1,Huskies_F2,1H,1922.900818,Simple pass,62,73,75.0,54.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
6082,10,Huskies,Huskies_D3,Huskies_D7,1H,2010.002683,Simple pass,29,78,41.0,96.0,D,3,7,"(3, 7)",18,D,"('D', 'D')",1478
6083,10,Huskies,Huskies_G1,Huskies_M4,1H,2065.028298,Launch,24,74,38.0,47.0,G,16,24,"(16, 24)",7,M,"('G', 'M')",81
6084,10,Huskies,Huskies_M4,Huskies_D4,1H,2068.545087,Head pass,38,47,48.0,14.0,M,24,4,"(24, 4)",28,D,"('M', 'D')",1668
6085,10,Huskies,Huskies_M4,Huskies_M1,1H,2077.852407,Simple pass,55,31,53.0,46.0,M,24,17,"(24, 17)",71,M,"('M', 'M')",1301
6086,10,Huskies,Huskies_M1,Huskies_F2,1H,2080.479096,Simple pass,53,46,63.0,73.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
6087,10,Huskies,Huskies_F2,Huskies_D7,1H,2083.175892,Simple pass,63,73,66.0,96.0,F,11,7,"(11, 7)",32,D,"('F', 'D')",655
6088,10,Huskies,Huskies_D7,Huskies_F2,1H,2085.5175670000003,Simple pass,66,96,62.0,74.0,D,7,11,"(7, 11)",29,F,"('D', 'F')",999
6089,10,Huskies,Huskies_F2,Huskies_M1,1H,2087.27326,Simple pass,62,74,64.0,65.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
6092,10,Huskies,Huskies_M4,Huskies_M8,1H,2147.046464,Simple pass,54,73,67.0,72.0,M,24,28,"(24, 28)",14,M,"('M', 'M')",1301
6093,10,Huskies,Huskies_M8,Huskies_M1,1H,2148.283133,Simple pass,67,72,55.0,74.0,M,28,17,"(28, 17)",20,M,"('M', 'M')",1301
6094,10,Huskies,Huskies_M1,Huskies_D7,1H,2153.8738789999998,Simple pass,66,68,63.0,96.0,M,17,7,"(17, 7)",70,D,"('M', 'D')",1668
6095,10,Huskies,Huskies_D7,Huskies_F2,1H,2155.5038449999997,Simple pass,63,96,68.0,71.0,D,7,11,"(7, 11)",29,F,"('D', 'F')",999
6096,10,Huskies,Huskies_F2,Huskies_M5,1H,2159.461916,Simple pass,68,71,71.0,47.0,F,11,25,"(11, 25)",5,M,"('F', 'M')",699
6100,10,Huskies,Huskies_D2,Huskies_F2,1H,2327.707899,Simple pass,55,18,66.0,34.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
6101,10,Huskies,Huskies_F2,Huskies_D3,1H,2328.528592,Simple pass,66,34,33.0,43.0,F,11,3,"(11, 3)",56,D,"('F', 'D')",655
6102,10,Huskies,Huskies_D3,Huskies_F2,1H,2330.244382,Simple pass,33,43,42.0,39.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
6103,10,Huskies,Huskies_F2,Huskies_M8,1H,2337.4565789999997,Simple pass,60,69,67.0,75.0,F,11,28,"(11, 28)",15,M,"('F', 'M')",699
6104,10,Huskies,Huskies_M8,Huskies_F2,1H,2338.660456,Simple pass,67,75,59.0,76.0,M,28,11,"(28, 11)",18,F,"('M', 'F')",849
6109,10,Huskies,Huskies_F2,Huskies_D4,1H,2400.0417629999997,Simple pass,67,75,63.0,19.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
6110,10,Huskies,Huskies_D4,Huskies_M5,1H,2402.844154,Simple pass,63,19,67.0,37.0,D,4,25,"(4, 25)",8,M,"('D', 'M')",1520
6111,10,Huskies,Huskies_M5,Huskies_D4,1H,2405.343616,Simple pass,67,37,69.0,8.0,M,25,4,"(25, 4)",4,D,"('M', 'D')",1668
6112,10,Huskies,Huskies_D4,Huskies_F2,1H,2409.487033,Simple pass,67,31,75.0,29.0,D,4,11,"(4, 11)",66,F,"('D', 'F')",999
6113,10,Huskies,Huskies_F2,Huskies_D4,1H,2410.36241,Simple pass,75,29,73.0,46.0,F,11,4,"(11, 4)",64,D,"('F', 'D')",655
6114,10,Huskies,Huskies_D3,Huskies_D2,1H,2414.055237,Simple pass,58,58,59.0,35.0,D,3,2,"(3, 2)",35,D,"('D', 'D')",1478
6115,10,Huskies,Huskies_D2,Huskies_F2,1H,2416.229087,Simple pass,59,35,69.0,32.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
6116,10,Huskies,Huskies_F2,Huskies_M4,1H,2418.512462,Simple pass,69,32,58.0,23.0,F,11,24,"(11, 24)",50,M,"('F', 'M')",699
6117,10,Huskies,Huskies_M4,Huskies_D2,1H,2421.203137,Simple pass,58,23,53.0,32.0,M,24,2,"(24, 2)",26,D,"('M', 'D')",1668
6118,10,Huskies,Huskies_D2,Huskies_M4,1H,2426.924113,Simple pass,53,32,64.0,30.0,D,2,24,"(2, 24)",22,M,"('D', 'M')",1520
6119,10,Huskies,Huskies_M4,Huskies_M5,1H,2429.114743,Simple pass,64,30,76.0,8.0,M,24,25,"(24, 25)",4,M,"('M', 'M')",1301
6120,10,Huskies,Huskies_M5,Huskies_F2,1H,2436.318125,Simple pass,97,25,89.0,34.0,M,25,11,"(25, 11)",7,F,"('M', 'F')",849
