,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
5464,9,Opponent9,Opponent9_D4,Opponent9_M1,1H,2332.713851,Simple pass,73,21,87.0,24.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
5465,9,Opponent9,Opponent9_M1,Opponent9_F1,1H,2335.118816,Simple pass,87,24,85.0,22.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809
5466,9,Opponent9,Opponent9_D4,Opponent9_M3,1H,2399.384407,Simple pass,30,5,38.0,25.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
5467,9,Opponent9,Opponent9_F1,Opponent9_D5,1H,2406.618891,Simple pass,74,46,91.0,66.0,F,F1,7,D5,4,"(7, 4)",10,D,"('F', 'D')",336
5468,9,Opponent9,Opponent9_D2,Opponent9_G1,1H,2452.744991,Simple pass,13,8,7.0,48.0,D,D2,1,G1,13,"(1, 13)",76,G,"('D', 'G')",383
5469,9,Opponent9,Opponent9_G1,Opponent9_D3,1H,2455.511098,Simple pass,7,48,13.0,91.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331
5470,9,Opponent9,Opponent9_D3,Opponent9_M1,1H,2459.288078,Simple pass,13,91,39.0,76.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5471,9,Opponent9,Opponent9_M1,Opponent9_M2,1H,2462.156195,Simple pass,39,76,40.0,67.0,M,M1,15,M2,16,"(15, 16)",153,M,"('M', 'M')",2615
5472,9,Opponent9,Opponent9_M2,Opponent9_F2,1H,2464.671292,Simple pass,40,67,59.0,65.0,M,M2,16,F2,8,"(16, 8)",51,F,"('M', 'F')",809
5479,9,Opponent9,Opponent9_M3,Opponent9_M2,1H,2479.731293,Simple pass,57,69,61.0,65.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615
5480,9,Opponent9,Opponent9_G1,Opponent9_D3,1H,2545.876256,Simple pass,6,41,13.0,83.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331
5481,9,Opponent9,Opponent9_D3,Opponent9_D5,1H,2548.238495,Simple pass,13,83,23.0,92.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
5482,9,Opponent9,Opponent9_D5,Opponent9_D3,1H,2550.377564,Simple pass,23,92,30.0,78.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
5483,9,Opponent9,Opponent9_D3,Opponent9_M2,1H,2553.795208,Simple pass,42,79,66.0,91.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5484,9,Opponent9,Opponent9_M2,Opponent9_D5,1H,2558.580097,Simple pass,66,91,44.0,78.0,M,M2,16,D5,4,"(16, 4)",29,D,"('M', 'D')",2499
5485,9,Opponent9,Opponent9_D5,Opponent9_D1,1H,2560.419828,Simple pass,44,78,31.0,55.0,D,D5,4,D1,0,"(4, 0)",42,D,"('D', 'D')",1795
5486,9,Opponent9,Opponent9_D1,Opponent9_M3,1H,2562.577215,Simple pass,31,55,51.0,55.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
5487,9,Opponent9,Opponent9_D2,Opponent9_D4,1H,2576.583618,Simple pass,41,1,52.0,2.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5488,9,Opponent9,Opponent9_D4,Opponent9_M1,1H,2582.981222,Cross,87,12,86.0,37.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
5489,9,Opponent9,Opponent9_M1,Opponent9_F1,1H,2585.145092,Simple pass,86,37,95.0,40.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809
5493,9,Opponent9,Opponent9_M2,Opponent9_M1,1H,2636.129308,Simple pass,47,77,64.0,68.0,M,M2,16,M1,15,"(16, 15)",136,M,"('M', 'M')",2615
5496,9,Opponent9,Opponent9_D3,Opponent9_M1,1H,2649.518186,Simple pass,21,84,42.0,88.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5497,9,Opponent9,Opponent9_M1,Opponent9_D2,1H,2655.403864,Simple pass,42,64,39.0,30.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499
5498,9,Opponent9,Opponent9_D2,Opponent9_D4,1H,2658.385667,Simple pass,39,30,59.0,5.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5499,9,Opponent9,Opponent9_D4,Opponent9_F1,1H,2659.94909,Simple pass,59,5,60.0,30.0,D,D4,3,F1,7,"(3, 7)",46,F,"('D', 'F')",607
5500,9,Opponent9,Opponent9_F1,Opponent9_D1,1H,2662.954558,Simple pass,60,30,48.0,40.0,F,F1,7,D1,0,"(7, 0)",31,D,"('F', 'D')",336
5501,9,Opponent9,Opponent9_D1,Opponent9_M1,1H,2669.895375,Simple pass,48,40,56.0,65.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526
5502,9,Opponent9,Opponent9_M1,Opponent9_D5,1H,2672.0620510000003,Simple pass,56,65,74.0,94.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
5503,9,Opponent9,Opponent9_D5,Opponent9_D3,1H,2674.902808,Simple pass,74,94,61.0,87.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
5504,9,Opponent9,Opponent9_D3,Opponent9_M1,1H,2676.1785059999997,Simple pass,61,87,62.0,62.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5505,9,Opponent9,Opponent9_M1,Opponent9_M3,1H,2678.365579,Simple pass,62,62,62.0,51.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
5506,9,Opponent9,Opponent9_M3,Opponent9_D2,1H,2681.935599,Simple pass,62,51,73.0,19.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499
5507,9,Opponent9,Opponent9_D2,Opponent9_F1,1H,2685.28598,Simple pass,73,19,70.0,35.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
5508,9,Opponent9,Opponent9_F1,Opponent9_M2,1H,2688.623389,Simple pass,70,35,78.0,54.0,F,F1,7,M2,16,"(7, 16)",52,M,"('F', 'M')",680
5510,9,Opponent9,Opponent9_M3,Opponent9_D3,1H,2690.962798,Simple pass,68,59,56.0,87.0,M,M3,17,D3,2,"(17, 2)",123,D,"('M', 'D')",2499
5511,9,Opponent9,Opponent9_D5,Opponent9_M1,1H,2697.0282469999997,Simple pass,77,89,74.0,83.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
5512,9,Opponent9,Opponent9_M1,Opponent9_M3,1H,2698.415254,Simple pass,74,83,70.0,60.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
5513,9,Opponent9,Opponent9_D2,Opponent9_M3,1H,2732.234445,Launch,16,23,27.0,41.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526
5514,9,Opponent9,Opponent9_G1,Opponent9_D3,1H,2739.3473440000002,Simple pass,5,71,19.0,88.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331
5515,9,Opponent9,Opponent9_D3,Opponent9_G1,1H,2745.1088760000002,Simple pass,19,88,3.0,54.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383
5516,9,Opponent9,Opponent9_G1,Opponent9_D2,1H,2748.469118,Simple pass,3,54,20.0,5.0,G,G1,13,D2,1,"(13, 1)",74,D,"('G', 'D')",331
5517,9,Opponent9,Opponent9_D2,Opponent9_D4,1H,2751.916082,Simple pass,20,5,26.0,1.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5518,9,Opponent9,Opponent9_D4,Opponent9_D2,1H,2752.036579,Simple pass,26,1,26.0,14.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
5519,9,Opponent9,Opponent9_D2,Opponent9_M3,1H,2754.974017,Simple pass,26,14,31.0,27.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526
5520,9,Opponent9,Opponent9_M3,Opponent9_D4,1H,2758.804224,Head pass,28,20,32.0,5.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
5521,9,Opponent9,Opponent9_D4,Opponent9_F1,1H,2760.556739,Head pass,32,5,41.0,16.0,D,D4,3,F1,7,"(3, 7)",46,F,"('D', 'F')",607
5522,9,Opponent9,Opponent9_D3,Opponent9_F2,1H,2816.264899,High pass,24,85,67.0,73.0,D,D3,2,F2,8,"(2, 8)",31,F,"('D', 'F')",607
5523,9,Opponent9,Opponent9_F2,Opponent9_M3,1H,2820.729537,Simple pass,59,75,52.0,57.0,F,F2,8,M3,17,"(8, 17)",34,M,"('F', 'M')",680
5525,9,Opponent9,Opponent9_D2,Opponent9_D1,2H,31.296918000000005,Simple pass,22,10,24.0,32.0,D,D2,1,D1,0,"(1, 0)",103,D,"('D', 'D')",1795
5526,9,Opponent9,Opponent9_D1,Opponent9_D2,2H,33.681940999999824,Simple pass,24,32,27.0,13.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795
5527,9,Opponent9,Opponent9_D1,Opponent9_M3,2H,55.948761000000104,Head pass,24,40,33.0,45.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
5528,9,Opponent9,Opponent9_D2,Opponent9_G1,2H,200.93791300000018,Simple pass,45,74,23.0,60.0,D,D2,1,G1,13,"(1, 13)",76,G,"('D', 'G')",383
5530,9,Opponent9,Opponent9_D1,Opponent9_M3,2H,218.610764,Simple pass,28,79,31.0,68.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
5531,9,Opponent9,Opponent9_M3,Opponent9_D1,2H,222.24324900000008,Simple pass,31,68,25.0,74.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
5532,9,Opponent9,Opponent9_D1,Opponent9_D3,2H,224.279982,Simple pass,25,74,29.0,93.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795
5533,9,Opponent9,Opponent9_D3,Opponent9_M1,2H,225.56972,Simple pass,29,93,60.0,93.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5534,9,Opponent9,Opponent9_M1,Opponent9_M3,2H,227.89019999999985,Simple pass,60,93,60.0,59.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
5535,9,Opponent9,Opponent9_M3,Opponent9_D4,2H,233.41969900000004,Simple pass,60,59,77.0,4.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
5536,9,Opponent9,Opponent9_D4,Opponent9_F1,2H,237.169817,Simple pass,77,4,74.0,20.0,D,D4,3,F1,7,"(3, 7)",46,F,"('D', 'F')",607
5537,9,Opponent9,Opponent9_F1,Opponent9_D2,2H,237.71047000000002,Simple pass,74,20,64.0,14.0,F,F1,7,D2,1,"(7, 1)",25,D,"('F', 'D')",336
5538,9,Opponent9,Opponent9_D2,Opponent9_D4,2H,242.706291,Simple pass,64,14,70.0,21.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5539,9,Opponent9,Opponent9_D4,Opponent9_D2,2H,245.37186699999984,Simple pass,70,21,68.0,18.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
5540,9,Opponent9,Opponent9_D2,Opponent9_M1,2H,247.25047499999985,Simple pass,68,18,76.0,38.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526
5541,9,Opponent9,Opponent9_M1,Opponent9_M3,2H,250.84854799999997,Simple pass,75,36,66.0,24.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
5542,9,Opponent9,Opponent9_M3,Opponent9_F1,2H,252.10537299999987,Simple pass,66,24,81.0,13.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
5543,9,Opponent9,Opponent9_D3,Opponent9_F1,2H,261.937551,Simple pass,70,70,79.0,35.0,D,D3,2,F1,7,"(2, 7)",42,F,"('D', 'F')",607
5544,9,Opponent9,Opponent9_F1,Opponent9_D5,2H,267.35150699999986,Smart pass,72,59,92.0,73.0,F,F1,7,D5,4,"(7, 4)",10,D,"('F', 'D')",336
5545,9,Opponent9,Opponent9_D2,Opponent9_D4,2H,316.743751,Head pass,24,30,17.0,20.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5546,9,Opponent9,Opponent9_F1,Opponent9_D4,2H,331.1133530000002,Simple pass,29,9,22.0,5.0,F,F1,7,D4,3,"(7, 3)",25,D,"('F', 'D')",336
5547,9,Opponent9,Opponent9_D4,Opponent9_M3,2H,331.1866310000001,Simple pass,22,5,27.0,21.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
5548,9,Opponent9,Opponent9_D1,Opponent9_D2,2H,364.096618,Simple pass,32,46,40.0,12.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795
5549,9,Opponent9,Opponent9_D2,Opponent9_F1,2H,369.3221159999998,Simple pass,59,12,71.0,18.0,D,D2,1,F1,7,"(1, 7)",65,F,"('D', 'F')",607
5553,9,Opponent9,Opponent9_D1,Opponent9_D2,2H,385.97055600000016,Head pass,12,43,10.0,17.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795
5556,9,Opponent9,Opponent9_M2,Opponent9_D4,2H,426.28474499999993,Simple pass,50,18,42.0,6.0,M,M2,16,D4,3,"(16, 3)",89,D,"('M', 'D')",2499
5562,9,Opponent9,Opponent9_M1,Opponent9_F2,2H,444.45839299999983,Simple pass,26,46,40.0,41.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
5563,9,Opponent9,Opponent9_F2,Opponent9_M2,2H,448.29275800000005,Simple pass,40,41,47.0,21.0,F,F2,8,M2,16,"(8, 16)",47,M,"('F', 'M')",680
5564,9,Opponent9,Opponent9_M2,Opponent9_F2,2H,450.57447099999985,Simple pass,47,21,67.0,12.0,M,M2,16,F2,8,"(16, 8)",51,F,"('M', 'F')",809
5565,9,Opponent9,Opponent9_F2,Opponent9_F1,2H,453.1963759999999,Simple pass,67,12,80.0,7.0,F,F2,8,F1,7,"(8, 7)",39,F,"('F', 'F')",169
5566,9,Opponent9,Opponent9_F1,Opponent9_M1,2H,458.42609899999985,Cross,90,18,93.0,42.0,F,F1,7,M1,15,"(7, 15)",68,M,"('F', 'M')",680
5567,9,Opponent9,Opponent9_F1,Opponent9_D3,2H,545.133198,High pass,39,7,20.0,43.0,F,F1,7,D3,2,"(7, 2)",14,D,"('F', 'D')",336
5568,9,Opponent9,Opponent9_D3,Opponent9_G1,2H,547.4128249999999,Head pass,20,43,14.0,51.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383
5569,9,Opponent9,Opponent9_G1,Opponent9_D2,2H,554.7837770000001,Hand pass,14,51,27.0,16.0,G,G1,13,D2,1,"(13, 1)",74,D,"('G', 'D')",331
5573,9,Opponent9,Opponent9_D5,Opponent9_M1,2H,570.50918,Simple pass,54,80,52.0,73.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
5574,9,Opponent9,Opponent9_M1,Opponent9_D3,2H,572.2762499999999,Simple pass,52,73,44.0,75.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
5575,9,Opponent9,Opponent9_D3,Opponent9_M2,2H,572.7650210000003,Simple pass,44,75,54.0,50.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5576,9,Opponent9,Opponent9_M2,Opponent9_M1,2H,574.4471990000002,Simple pass,54,50,61.0,63.0,M,M2,16,M1,15,"(16, 15)",136,M,"('M', 'M')",2615
5577,9,Opponent9,Opponent9_M1,Opponent9_D5,2H,579.3350389999999,Simple pass,78,72,95.0,90.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
5578,9,Opponent9,Opponent9_D5,Opponent9_F2,2H,579.8110790000002,Cross,95,90,94.0,58.0,D,D5,4,F2,8,"(4, 8)",22,F,"('D', 'F')",607
5579,9,Opponent9,Opponent9_M1,Opponent9_D3,2H,585.5283220000001,Simple pass,70,93,66.0,93.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
5580,9,Opponent9,Opponent9_D3,Opponent9_M2,2H,596.1931530000003,Cross,95,89,89.0,57.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5581,9,Opponent9,Opponent9_D4,Opponent9_M3,2H,629.8485529999998,Launch,26,24,28.0,33.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
5582,9,Opponent9,Opponent9_M3,Opponent9_M3,2H,631.847272,Head pass,28,33,31.0,15.0,M,M3,17,M3,17,"(17, 17)",20,M,"('M', 'M')",2615
5587,9,Opponent9,Opponent9_D2,Opponent9_D1,2H,728.429517,Simple pass,22,40,19.0,48.0,D,D2,1,D1,0,"(1, 0)",103,D,"('D', 'D')",1795
5588,9,Opponent9,Opponent9_D1,Opponent9_D4,2H,730.3855250000001,Simple pass,19,48,22.0,9.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
5589,9,Opponent9,Opponent9_D4,Opponent9_G1,2H,735.2908969999999,Simple pass,18,17,4.0,41.0,D,D4,3,G1,13,"(3, 13)",48,G,"('D', 'G')",383
5591,9,Opponent9,Opponent9_M3,Opponent9_F1,2H,743.8715980000003,Simple pass,44,27,43.0,8.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
5604,9,Opponent9,Opponent9_M3,Opponent9_F1,2H,788.4159009999997,High pass,33,39,63.0,8.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
5605,9,Opponent9,Opponent9_F1,Opponent9_M1,2H,792.8694420000003,Simple pass,63,8,72.0,34.0,F,F1,7,M1,15,"(7, 15)",68,M,"('F', 'M')",680
5606,9,Opponent9,Opponent9_D5,Opponent9_F2,2H,799.114963,Simple pass,73,69,73.0,64.0,D,D5,4,F2,8,"(4, 8)",22,F,"('D', 'F')",607
5610,9,Opponent9,Opponent9_M2,Opponent9_D5,2H,1012.3020640000001,Simple pass,25,86,39.0,94.0,M,M2,16,D5,4,"(16, 4)",29,D,"('M', 'D')",2499
5611,9,Opponent9,Opponent9_D5,Opponent9_D3,2H,1016.634486,Simple pass,32,86,42.0,96.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
5612,9,Opponent9,Opponent9_D3,Opponent9_M2,2H,1019.255357,Simple pass,42,96,91.0,82.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5616,9,Opponent9,Opponent9_D3,Opponent9_M3,2H,1169.831918,Simple pass,56,87,60.0,73.0,D,D3,2,M3,17,"(2, 17)",118,M,"('D', 'M')",2526
5617,9,Opponent9,Opponent9_M3,Opponent9_D2,2H,1171.402247,Simple pass,60,73,39.0,40.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499
5618,9,Opponent9,Opponent9_D2,Opponent9_G1,2H,1175.4137210000001,Simple pass,39,40,12.0,42.0,D,D2,1,G1,13,"(1, 13)",76,G,"('D', 'G')",383
5619,9,Opponent9,Opponent9_G1,Opponent9_M1,2H,1181.2624210000004,Launch,12,42,67.0,68.0,G,G1,13,M1,15,"(13, 15)",17,M,"('G', 'M')",87
5624,9,Opponent9,Opponent9_D2,Opponent9_F2,2H,1280.5874030000004,High pass,13,9,67.0,29.0,D,D2,1,F2,8,"(1, 8)",46,F,"('D', 'F')",607
5639,9,Opponent9,Opponent9_M3,Opponent9_D4,2H,1368.7248330000002,Simple pass,25,27,26.0,9.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
5640,9,Opponent9,Opponent9_D1,Opponent9_M2,2H,1469.9985189999998,Simple pass,32,32,38.0,36.0,D,D1,0,M2,16,"(0, 16)",88,M,"('D', 'M')",2526
5641,9,Opponent9,Opponent9_M2,Opponent9_D3,2H,1471.4821199999994,Simple pass,38,36,40.0,79.0,M,M2,16,D3,2,"(16, 2)",89,D,"('M', 'D')",2499
5642,9,Opponent9,Opponent9_D3,Opponent9_M1,2H,1473.9252500000002,Simple pass,40,79,59.0,71.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5643,9,Opponent9,Opponent9_M1,Opponent9_D5,2H,1475.168141,Simple pass,59,71,60.0,97.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
5644,9,Opponent9,Opponent9_D5,Opponent9_M1,2H,1476.8140860000005,Simple pass,60,97,58.0,86.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
5645,9,Opponent9,Opponent9_M1,Opponent9_D3,2H,1478.6680260000005,Simple pass,58,86,39.0,95.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
5646,9,Opponent9,Opponent9_D3,Opponent9_M2,2H,1479.8501859999994,Simple pass,39,95,39.0,73.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5647,9,Opponent9,Opponent9_M2,Opponent9_M2,2H,1521.6241229999994,Simple pass,33,66,32.0,65.0,M,M2,16,M2,16,"(16, 16)",10,M,"('M', 'M')",2615
5648,9,Opponent9,Opponent9_M3,Opponent9_D2,2H,1547.9679660000004,Simple pass,64,68,55.0,37.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499
5649,9,Opponent9,Opponent9_D2,Opponent9_D4,2H,1550.3377280000007,Simple pass,55,37,69.0,9.0,D,D2,1,D4,3,"(1, 3)",108,D,"('D', 'D')",1795
5650,9,Opponent9,Opponent9_D4,Opponent9_D2,2H,1553.2704199999996,Simple pass,69,9,55.0,13.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
5651,9,Opponent9,Opponent9_D2,Opponent9_M2,2H,1556.5934200000004,Simple pass,55,13,62.0,37.0,D,D2,1,M2,16,"(1, 16)",102,M,"('D', 'M')",2526
5652,9,Opponent9,Opponent9_M1,Opponent9_D3,2H,1568.3141340000002,Simple pass,63,94,44.0,89.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499
5653,9,Opponent9,Opponent9_D3,Opponent9_D1,2H,1570.0319639999998,Simple pass,44,89,40.0,65.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795
5654,9,Opponent9,Opponent9_D1,Opponent9_D3,2H,1572.3657510000005,Simple pass,40,65,48.0,85.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795
5655,9,Opponent9,Opponent9_D3,Opponent9_D5,2H,1576.2033780000004,Simple pass,48,85,65.0,96.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
5656,9,Opponent9,Opponent9_D5,Opponent9_D3,2H,1579.279442,Simple pass,62,99,48.0,93.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
5657,9,Opponent9,Opponent9_D3,Opponent9_M2,2H,1580.311114,High pass,48,93,85.0,90.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
5659,9,Opponent9,Opponent9_M1,Opponent9_D4,2H,1650.5556619999998,Simple pass,30,76,46.0,20.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
5660,9,Opponent9,Opponent9_D4,Opponent9_F2,2H,1652.7246340000004,Simple pass,46,20,68.0,49.0,D,D4,3,F2,8,"(3, 8)",29,F,"('D', 'F')",607
5665,9,Opponent9,Opponent9_D5,Opponent9_F1,2H,1687.4021129999999,Simple pass,55,67,57.0,59.0,D,D5,4,F1,7,"(4, 7)",23,F,"('D', 'F')",607
5666,9,Opponent9,Opponent9_F1,Opponent9_M1,2H,1688.011329,Smart pass,57,59,76.0,84.0,F,F1,7,M1,15,"(7, 15)",68,M,"('F', 'M')",680
5667,9,Opponent9,Opponent9_M1,Opponent9_F2,2H,1691.5342380000004,Simple pass,90,76,91.0,58.0,M,M1,15,F2,8,"(15, 8)",63,F,"('M', 'F')",809
5673,9,Opponent9,Opponent9_D3,Opponent9_M1,2H,1923.321634,Simple pass,20,88,46.0,72.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526
5674,9,Opponent9,Opponent9_M1,Opponent9_M3,2H,1925.7473539999999,Simple pass,46,72,42.0,46.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
5675,9,Opponent9,Opponent9_D3,Opponent9_D5,2H,1948.785948,Head pass,23,67,29.0,85.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
5676,9,Opponent9,Opponent9_D5,Opponent9_M2,2H,1951.097704,Head pass,29,85,36.0,76.0,D,D5,4,M2,16,"(4, 16)",27,M,"('D', 'M')",2526
5677,9,Opponent9,Opponent9_M1,Opponent9_M4,2H,1953.905646,Simple pass,39,72,42.0,56.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615
5680,9,Opponent9,Opponent9_G1,Opponent9_D4,2H,2013.576679,Hand pass,6,46,27.0,20.0,G,G1,13,D4,3,"(13, 3)",45,D,"('G', 'D')",331
5681,9,Opponent9,Opponent9_D4,Opponent9_M4,2H,2017.2738090000007,Simple pass,27,20,37.0,40.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
5682,9,Opponent9,Opponent9_M4,Opponent9_M3,2H,2022.440985,Simple pass,37,40,54.0,22.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
5684,9,Opponent9,Opponent9_M1,Opponent9_F1,2H,2032.495171,Simple pass,75,62,94.0,72.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809
5686,9,Opponent9,Opponent9_M3,Opponent9_M4,2H,2051.102424,Simple pass,71,17,73.0,30.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
5687,9,Opponent9,Opponent9_M4,Opponent9_M3,2H,2055.8526859999997,Simple pass,73,30,65.0,21.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
5688,9,Opponent9,Opponent9_M3,Opponent9_M2,2H,2057.104095,Simple pass,65,21,79.0,31.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615
5689,9,Opponent9,Opponent9_M2,Opponent9_M1,2H,2058.9893190000007,Simple pass,79,31,72.0,35.0,M,M2,16,M1,15,"(16, 15)",136,M,"('M', 'M')",2615
5690,9,Opponent9,Opponent9_M1,Opponent9_D4,2H,2059.4239469999998,Simple pass,72,35,89.0,13.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
5691,9,Opponent9,Opponent9_D4,Opponent9_D2,2H,2063.4871350000008,Simple pass,89,13,71.0,8.0,D,D4,3,D2,1,"(3, 1)",119,D,"('D', 'D')",1795
5692,9,Opponent9,Opponent9_D2,Opponent9_M3,2H,2065.7842530000003,Simple pass,71,8,73.0,32.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526
5693,9,Opponent9,Opponent9_M3,Opponent9_M4,2H,2067.515939,Simple pass,73,32,77.0,61.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
5694,9,Opponent9,Opponent9_M4,Opponent9_D5,2H,2069.511622,Simple pass,77,61,86.0,89.0,M,M4,18,D5,4,"(18, 4)",28,D,"('M', 'D')",2499
